media_name,url,image_path,timestamp,country,factuality,trustworthiness,bias_rating,MBFC_source,label_3class
EC Nebraska News,http://ecnebraskanews.com,mediascopeAll/EC_Nebraska_News.png,2026-06-20 21:22:33,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
EC North Carolina News,http://ecnorthcarolinanews.com,mediascopeAll/EC_North_Carolina_News.png,2026-06-20 22:06:58,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
EC Ohio News,http://ecohionews.com,mediascopeAll/EC_Ohio_News.png,2026-06-20 19:56:36,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
ECU Center for Survey Research,https://surveyresearch.ecu.edu,mediascopeAll/ECU_Center_for_Survey_Research.png,2026-06-03 19:30:21,USA,MOSTLY FACTUAL,1,LEFT-CENTER,,HIGH
ESG Dive,https://esgdive.com,mediascopeAll/ESG_Dive.png,2026-06-03 19:30:58,USA,HIGH,1,LEAST BIASED,,HIGH
Eagle Valley Times,http://eaglevalleytimes.com,mediascopeAll/Eagle_Valley_Times.png,2026-06-20 20:20:41,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
EarthJustice,https://earthjustice.org,mediascopeAll/EarthJustice.png,2026-06-03 19:30:47,USA,HIGH,1,LEFT-CENTER,,HIGH
East Arapahoe News,http://eastarapahoenews.com,mediascopeAll/East_Arapahoe_News.png,2026-06-20 20:51:13,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
East Arizona News,http://eastarizonanews.com,mediascopeAll/East_Arizona_News.png,2026-06-20 19:50:58,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
East Central Alabama News,http://ecalabamanews.com,mediascopeAll/East_Central_Alabama_News.png,2026-06-20 21:07:29,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
East Central Iowa News,https://eciowanews.com,mediascopeAll/East_Central_Iowa_News.png,2026-06-08 18:13:38,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
East Cleveland News,http://eastclevelandnews.com,mediascopeAll/East_Cleveland_News.png,2026-06-20 20:05:17,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
East Contra Costa News,http://eastcontracostanews.com,mediascopeAll/East_Contra_Costa_News.png,2026-06-20 19:02:48,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
East Hillsborough News,http://easthillsboroughnews.com,mediascopeAll/East_Hillsborough_News.png,2026-06-20 19:48:22,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
East Hudson Valley News,http://easthudvalleynews.com,mediascopeAll/East_Hudson_Valley_News.png,2026-06-20 21:42:30,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
East Idaho Times,http://eastidahotimes.com,mediascopeAll/East_Idaho_Times.png,2026-06-20 21:09:04,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
East Indy News,http://eastindynews.com,mediascopeAll/East_Indy_News.png,2026-06-20 20:42:17,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
East Kentucky Times,http://eastkentuckytimes.com,mediascopeAll/East_Kentucky_Times.png,2026-06-20 20:49:27,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
East Lake Norman News,http://eastlakenormannews.com,mediascopeAll/East_Lake_Norman_News.png,2026-06-20 20:58:50,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
East Little Rock Times,http://eastlittlerocktimes.com,mediascopeAll/East_Little_Rock_Times.png,2026-06-20 21:14:03,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
East Lothian Courier,https://eastlothiancourier.com,mediascopeAll/East_Lothian_Courier.png,2026-06-03 19:32:19,,HIGH,1,LEAST BIASED,,HIGH
East Louisville News,http://eastlouisvillenews.com,mediascopeAll/East_Louisville_News.png,2026-06-20 20:23:53,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
East Michigan News,http://eastmichigannews.com,mediascopeAll/East_Michigan_News.png,2026-06-20 19:52:01,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
East New Mexico News,http://eastnewmexiconews.com,mediascopeAll/East_New_Mexico_News.png,2026-06-20 21:41:47,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
East OKC News,http://eastokcnews.com,mediascopeAll/East_OKC_News.png,2026-06-20 21:12:46,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
East Oregon News,http://eastoregonnews.com,mediascopeAll/East_Oregon_News.png,2026-06-20 20:07:08,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
East PDX Today,http://eastpdxtoday.com,mediascopeAll/East_PDX_Today.png,2026-06-20 19:27:34,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
East Pennyroyal News,http://eastpennyroyalnews.com,mediascopeAll/East_Pennyroyal_News.png,2026-06-20 21:52:46,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
East SBV Times,http://eastsbvtimes.com,mediascopeAll/East_SBV_Times.png,2026-06-20 20:46:45,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
East SFV Today,http://eastsfvtoday.com,mediascopeAll/East_SFV_Today.png,2026-06-20 21:06:09,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
East Sierra News,http://eastsierranews.com,mediascopeAll/East_Sierra_News.png,2026-06-20 22:17:14,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
East Stark News,http://eaststarknews.com,mediascopeAll/East_Stark_News.png,2026-06-20 20:57:26,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
East Twin Cities,http://easttwincities.com,mediascopeAll/East_Twin_Cities.png,2026-06-20 20:59:27,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
East Volusia News,http://eastvolusianews.com,mediascopeAll/East_Volusia_News.png,2026-06-20 20:41:43,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
East-West Center,https://eastwestcenter.org,mediascopeAll/East-West_Center.png,2026-06-03 19:31:27,USA,HIGH,1,LEFT-CENTER,,HIGH
Eastern Wayne Today,http://easternwaynetoday.com,mediascopeAll/Eastern_Wayne_Today.png,2026-06-20 20:57:18,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Easton Gazette,http://eastongazette.com,mediascopeAll/Easton_Gazette.png,2026-06-20 19:25:26,USA,LOW,,EXTREME RIGHT,Questionable Source,LOW
Echo Check,http://echocheck.org,mediascopeAll/Echo_Check.png,2026-06-20 20:47:01,USA,VERY LOW,,EXTREME RIGHT,Questionable Source,LOW
Eckville Echo,https://eckvilleecho.com,mediascopeAll/Eckville_Echo.png,2026-06-03 19:32:08,,HIGH,1,LEFT-CENTER,,HIGH
Ecology News,https://ecology.news,mediascopeAll/Ecology_News.png,2026-06-03 19:32:44,USA,VERY LOW,0,RIGHT,,LOW
Econofact,https://econofact.org,mediascopeAll/Econofact.png,2026-06-03 19:32:15,USA,HIGH,1,LEFT-CENTER,,HIGH
Economic Policy Institute,https://epi.org,mediascopeAll/Economic_Policy_Institute.png,2026-06-03 19:32:28,USA,HIGH,1,LEFT-CENTER,,HIGH
Economist Intelligence Unit,https://eiu.com,mediascopeAll/Economist_Intelligence_Unit.png,2026-06-03 19:35:55,,HIGH,1,LEAST BIASED,,HIGH
EdScoop,https://edscoop.com,mediascopeAll/EdScoop.png,2026-06-03 19:33:00,USA,HIGH,1,LEAST BIASED,,HIGH
Edmonton Journal,https://edmontonjournal.com,mediascopeAll/Edmonton_Journal.png,2026-06-03 19:33:43,,HIGH,1,RIGHT-CENTER,,HIGH
Edmonton Sun,https://edmontonsun.com,mediascopeAll/Edmonton_Sun.png,2026-06-03 19:34:04,,HIGH,1,RIGHT-CENTER,,HIGH
Education Next,https://educationnext.org,mediascopeAll/Education_Next.png,2026-06-08 18:19:21,USA,MOSTLY FACTUAL,,RIGHT-CENTER,,HIGH
Education Week,https://edweek.org,mediascopeAll/Education_Week.png,2026-06-03 19:34:17,USA,HIGH,1,LEFT-CENTER,,HIGH
Educators Technology,https://educatorstechnology.com,mediascopeAll/Educators_Technology.png,2026-06-03 19:34:03,,HIGH,1,LEFT-CENTER,,HIGH
Egberto Willies,https://egbertowillies.com,mediascopeAll/Egberto_Willies.png,2026-06-03 19:35:12,USA,HIGH,1,LEFT,,HIGH
El Nuevo Dia,https://elnuevodia.com,mediascopeAll/El_Nuevo_Dia.png,2026-06-03 19:35:14,,HIGH,1,LEAST BIASED,,HIGH
El Paso Times,https://elpasotimes.com,mediascopeAll/El_Paso_Times.png,2026-06-03 19:35:38,USA,HIGH,1,LEFT-CENTER,,HIGH
Electoral-Vote.com,https://electoral-vote.com,mediascopeAll/Electoral-Vote.com.png,2026-06-03 19:35:30,,HIGH,1,LEFT,,HIGH
Elite Daily,https://elitedaily.com,mediascopeAll/Elite_Daily.png,2026-06-08 18:19:44,USA,MIXED,,LEFT,,MIXED
Elizabeth City Daily Advance,https://dailyadvance.com,mediascopeAll/Elizabeth_City_Daily_Advance.png,2026-06-03 23:17:00,USA,HIGH,1,LEFT-CENTER,,HIGH
Elizabethtown Times,http://elizabethtowntimes.com,mediascopeAll/Elizabethtown_Times.png,2026-06-20 22:22:04,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Elkhart Times,http://elkharttimes.com,mediascopeAll/Elkhart_Times.png,2026-06-20 21:52:29,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Elliot Lake Standard,https://elliotlakestandard.ca,mediascopeAll/Elliot_Lake_Standard.png,2026-06-03 19:36:10,,HIGH,1,RIGHT-CENTER,,HIGH
Eluxe Magazine,https://eluxemagazine.com,mediascopeAll/Eluxe_Magazine.png,2026-06-08 18:20:41,,MIXED,,LEFT,,MIXED
Emerald Coast Times,http://emeraldcoasttimes.com,mediascopeAll/Emerald_Coast_Times.png,2026-06-20 22:11:34,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Emerging Europe,https://emerging-europe.com,mediascopeAll/Emerging_Europe.png,2026-06-08 18:21:54,,MOSTLY FACTUAL,,LEFT-CENTER,,HIGH
Empire State Today,http://empirestatetoday.com,mediascopeAll/Empire_State_Today.png,2026-06-20 19:40:41,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Empty Wheel,https://emptywheel.net,mediascopeAll/Empty_Wheel.png,2026-06-03 19:36:10,USA,HIGH,1,LEFT-CENTER,,HIGH
Encyclopedia Britannica,https://britannica.com,mediascopeAll/Encyclopedia_Britannica.png,2026-06-03 19:36:31,USA,HIGH,1,LEAST BIASED,,HIGH
End Time Headlines,https://endtimeheadlines.org,mediascopeAll/End_Time_Headlines.png,2026-06-08 18:23:57,USA,MOSTLY FACTUAL,,RIGHT-CENTER,,HIGH
Energy Citizens,https://energycitizens.org,mediascopeAll/Energy_Citizens.png,2026-06-08 18:24:04,USA,MIXED,,RIGHT,,MIXED
Enfield Independent,https://enfieldindependent.co.uk,mediascopeAll/Enfield_Independent.png,2026-06-03 19:37:24,,HIGH,1,LEAST BIASED,,HIGH
Engadget,https://engadget.com,mediascopeAll/Engadget.png,2026-06-03 19:40:14,USA,HIGH,1,LEFT-CENTER,,HIGH
Enniskillen Impartial Reporter,https://impartialreporter.com,mediascopeAll/Enniskillen_Impartial_Reporter.png,2026-06-03 19:37:52,,HIGH,1,LEAST BIASED,,HIGH
Enumclaw Courier-Herald,https://courierherald.com,mediascopeAll/Enumclaw_Courier-Herald.png,2026-06-03 19:38:24,USA,HIGH,1,LEAST BIASED,,HIGH
Environmental Defense Fund,https://edf.org,mediascopeAll/Environmental_Defense_Fund.png,2026-06-03 19:38:02,USA,HIGH,1,LEFT-CENTER,,HIGH
Erie Times-News,https://goerie.com,mediascopeAll/Erie_Times-News.png,2026-06-03 19:39:26,USA,HIGH,1,LEAST BIASED,,HIGH
Escape all these Things,https://escapeallthesethings.com,mediascopeAll/Escape_all_these_Things.png,2026-06-03 19:39:37,USA,LOW,0,RIGHT,,LOW
Eurasia Group,https://eurasiagroup.net,mediascopeAll/Eurasia_Group.png,2026-06-03 19:39:08,USA,HIGH,1,LEFT-CENTER,,HIGH
Euro-Med Human Rights Monitor,https://euromedmonitor.org,mediascopeAll/Euro-Med_Human_Rights_Monitor.png,2026-06-08 18:25:17,,MOSTLY FACTUAL,,LEFT,,HIGH
EuroWeekly News,https://euroweeklynews.com,mediascopeAll/EuroWeekly_News.png,2026-06-08 18:25:35,,MOSTLY FACTUAL,,LEFT-CENTER,,HIGH
Euro|Topics,https://eurotopics.net,mediascopeAll/Euro_Topics.png,2026-06-08 18:25:48,,MOSTLY FACTUAL,,LEAST BIASED,,HIGH
Euronews,https://euronews.com,mediascopeAll/Euronews.png,2026-06-03 23:49:03,,MOSTLY FACTUAL,1,LEFT-CENTER,,HIGH
Everytown for Gun Safety,http://everytown.org/,mediascopeAll/Everytown_for_Gun_Safety.png,2026-06-20 19:03:07,USA,MIXED,,LEFT,Questionable Source,MIXED
Evesham Journal,https://eveshamjournal.co.uk,mediascopeAll/Evesham_Journal.png,2026-06-03 19:40:44,,HIGH,1,LEAST BIASED,,HIGH
Evil.News,https://evil.news,mediascopeAll/Evil.News.png,2026-06-03 23:48:41,USA,LOW,0,EXTREME RIGHT,Questionable Source,LOW
Evonomics,https://evonomics.com,mediascopeAll/Evonomics.png,2026-06-03 19:40:49,USA,HIGH,1,LEFT,,HIGH
Exeter Lakeshore Times-Advance,https://lakeshoreadvance.com,mediascopeAll/Exeter_Lakeshore_Times-Advance.png,2026-06-03 19:40:59,,HIGH,1,RIGHT-CENTER,,HIGH
Exopolitics,https://exopolitics.org,mediascopeAll/Exopolitics.png,2026-06-03 19:41:06,USA,LOW,0,RIGHT,,LOW
Exposed by CMD,https://exposedbycmd.org,mediascopeAll/Exposed_by_CMD.png,2026-06-03 23:48:47,USA,HIGH,1,LEFT,,HIGH
Exposing the Truth,https://exposingtruth.com,mediascopeAll/Exposing_the_Truth.png,2026-06-03 19:41:04,,HIGH,1,LEFT-CENTER,,HIGH
Extinction.News,https://extinction.news,mediascopeAll/Extinction.News.png,2026-06-03 23:48:53,USA,VERY LOW,0,RIGHT,,LOW
FDA Reporter,http://fdareporter.com,mediascopeAll/FDA_Reporter.png,2026-06-20 19:52:01,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
FDA.News,https://fda.news,mediascopeAll/FDA.News.png,2026-06-03 19:41:31,USA,VERY LOW,0,RIGHT,,LOW
FDD's Long War Journal,https://longwarjournal.org,mediascopeAll/FDD_s_Long_War_Journal.png,2026-06-03 19:41:37,USA,HIGH,1,RIGHT-CENTER,,HIGH
Fact Checking Turkey,http://factcheckingturkey.com,mediascopeAll/Fact_Checking_Turkey.png,2026-06-20 20:10:20,Turkey,MIXED,,RIGHT,Questionable Source,MIXED
Fact/Myth,https://factmyth.com,mediascopeAll/Fact_Myth.png,2026-06-03 19:43:13,USA,HIGH,1,LEFT-CENTER,,HIGH
FactCheck.News,https://factcheck.news,mediascopeAll/FactCheck.News.png,2026-06-03 23:48:56,USA,VERY LOW,0,RIGHT,,LOW
FactCheck.org,https://factcheck.org,mediascopeAll/FactCheck.org.png,2026-06-03 19:42:15,USA,VERY HIGH,1,LEAST BIASED,,HIGH
Factchecker.in,https://factchecker.in,mediascopeAll/Factchecker.in.png,2026-06-03 19:42:35,,HIGH,1,LEAST BIASED,,HIGH
Facts and Logic about the Middle East,https://factsandlogic.org,mediascopeAll/Facts_and_Logic_about_the_Middle_East.png,2026-06-08 18:27:43,USA,MIXED,,RIGHT,,MIXED
FairPlanet,https://fairplanet.org,mediascopeAll/FairPlanet.png,2026-06-08 18:28:45,,MOSTLY FACTUAL,,LEFT,,HIGH
Fairfield Reporter,http://fairfieldreporter.com,mediascopeAll/Fairfield_Reporter.png,2026-06-20 21:33:02,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Fairport Educational Alliance,http://fairporteducationalalliance.org,mediascopeAll/Fairport_Educational_Alliance.png,2026-06-20 22:14:00,USA,MIXED,,RIGHT,Questionable Source,MIXED
Faith Family America,https://faithfamilyamerica.com,mediascopeAll/Faith_Family_America.png,2026-06-08 18:30:54,USA,MIXED,,RIGHT-CENTER,,MIXED
FaithWire,https://faithwire.com,mediascopeAll/FaithWire.png,2026-06-08 18:31:18,USA,MIXED,,RIGHT,,MIXED
Falmouth Packet,https://falmouthpacket.co.uk,mediascopeAll/Falmouth_Packet.png,2026-06-03 19:44:01,,HIGH,1,LEAST BIASED,,HIGH
FanSided,https://fansided.com,mediascopeAll/FanSided.png,2026-06-08 18:31:38,USA,MOSTLY FACTUAL,,LEFT-CENTER,,HIGH
Farm Insurance News,http://farminsurancenews.com,mediascopeAll/Farm_Insurance_News.png,2026-06-20 20:02:49,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
FashionDive,https://fashiondive.com,mediascopeAll/FashionDive.png,2026-06-03 19:43:18,USA,HIGH,1,LEAST BIASED,,HIGH
Fayetteville Standard,http://fayettevillestandard.com,mediascopeAll/Fayetteville_Standard.png,2026-06-20 21:28:57,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Fayetteville Today,http://fayettevilletoday.com,mediascopeAll/Fayetteville_Today.png,2026-06-20 21:06:47,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
FedScoop,https://fedscoop.com,mediascopeAll/FedScoop.png,2026-06-03 19:43:34,,HIGH,1,LEAST BIASED,,HIGH
Federal News Network,https://federalnewsnetwork.com,mediascopeAll/Federal_News_Network.png,2026-06-03 19:43:58,USA,HIGH,1,LEAST BIASED,,HIGH
Federal Way Mirror,https://federalwaymirror.com,mediascopeAll/Federal_Way_Mirror.png,2026-06-03 19:44:20,USA,HIGH,1,LEAST BIASED,,HIGH
Federalist Press,http://federalistpress.com,mediascopeAll/Federalist_Press.png,2026-06-20 21:16:55,USA,MIXED,,RIGHT,Questionable Source,MIXED
Federalist Society,https://fedsoc.org,mediascopeAll/Federalist_Society.png,2026-06-08 18:34:29,USA,MIXED,,RIGHT,,MIXED
Felix Rex,http://felixrex.net,mediascopeAll/Felix_Rex.png,2026-06-20 19:03:12,Canada,LOW,,EXTREME RIGHT,Questionable Source,LOW
Fernie Free Press,https://thefreepress.ca,mediascopeAll/Fernie_Free_Press.png,2026-06-03 19:44:24,,HIGH,1,LEFT-CENTER,,HIGH
Fight the New Drug,https://fightthenewdrug.org,mediascopeAll/Fight_the_New_Drug.png,2026-06-08 18:35:10,USA,MIXED,,RIGHT,,MIXED
Filter Magazine,https://filtermag.org,mediascopeAll/Filter_Magazine.png,2026-06-08 18:35:22,USA,MOSTLY FACTUAL,,LEFT-CENTER,,HIGH
Findlay Times,http://findlaytimes.com,mediascopeAll/Findlay_Times.png,2026-06-20 19:30:53,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Finger Lakes Today,http://fingerlakestoday.com,mediascopeAll/Finger_Lakes_Today.png,2026-06-20 19:45:23,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
First Coast News,https://firstcoastnews.com,mediascopeAll/First_Coast_News.png,2026-06-03 19:46:03,USA,HIGH,1,LEAST BIASED,,HIGH
First State Times,http://firststatetimes.com,mediascopeAll/First_State_Times.png,2026-06-20 21:38:53,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
First Things Magazine,https://firstthings.com,mediascopeAll/First_Things_Magazine.png,2026-06-08 18:37:10,USA,MIXED,,RIGHT,,MIXED
Fitchburg Sentinel & Enterprise,https://sentinelandenterprise.com,mediascopeAll/Fitchburg_Sentinel_Enterprise.png,2026-06-04 00:08:58,USA,HIGH,1,LEAST BIASED,,HIGH
Floricua,http://floricuanews.com,mediascopeAll/Floricua.png,2026-06-20 19:20:21,USA,MIXED,,LEFT-CENTER,Questionable Source,MIXED
Florida Capital Star,http://floridacapitalstar.com,mediascopeAll/Florida_Capital_Star.png,2026-06-20 19:21:13,USA,MIXED,,RIGHT,Questionable Source,MIXED
Florida Parish News,http://floridaparishnews.com,mediascopeAll/Florida_Parish_News.png,2026-06-20 20:18:05,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Florida's Voice,https://flvoicenews.com,mediascopeAll/Florida_s_Voice.png,2026-06-08 18:38:41,USA,MIXED,,RIGHT,,MIXED
FoodDive,https://fooddive.com,mediascopeAll/FoodDive.png,2026-06-03 19:45:38,USA,HIGH,1,LEAST BIASED,,HIGH
Foothills Review,http://foothillsreview.com,mediascopeAll/Foothills_Review.png,2026-06-20 19:33:04,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Foundation for Defense of Democracies,https://fdd.org,mediascopeAll/Foundation_for_Defense_of_Democracies.png,2026-06-08 18:39:59,USA,MOSTLY FACTUAL,,RIGHT,,HIGH
Foundation for Economic Education,https://fee.org,mediascopeAll/Foundation_for_Economic_Education.png,2026-06-08 18:40:43,USA,MOSTLY FACTUAL,,RIGHT-CENTER,,HIGH
Fox Business,https://foxbusiness.com,mediascopeAll/Fox_Business.png,2026-06-08 18:41:09,USA,MIXED,,RIGHT-CENTER,,MIXED
France 24,https://france24.com,mediascopeAll/France_24.png,2026-06-03 19:49:21,,HIGH,1,LEAST BIASED,,HIGH
Franciscan Media,https://franciscanmedia.org,mediascopeAll/Franciscan_Media.png,2026-06-08 18:42:36,USA,MOSTLY FACTUAL,,LEFT-CENTER,,HIGH
FreePress.org,https://freepress.org,mediascopeAll/FreePress.org.png,2026-06-08 18:47:16,USA,MIXED,,LEFT,,MIXED
Fresno Leader,http://fresnoleader.com,mediascopeAll/Fresno_Leader.png,2026-06-20 21:30:09,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Full Fact UK,https://fullfact.org,mediascopeAll/Full_Fact_UK.png,2026-06-03 19:46:16,,HIGH,1,LEAST BIASED,,HIGH
Fully Human,https://fully-human.org,mediascopeAll/Fully_Human.png,2026-06-03 19:46:52,,VERY LOW,0,RIGHT,,LOW
GTR Times,http://gtrtimes.com,mediascopeAll/GTR_Times.png,2026-06-20 21:22:40,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Gadsden Today,http://gadsdentoday.com,mediascopeAll/Gadsden_Today.png,2026-06-20 22:13:27,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Gainesville Sun,https://gainesville.com,mediascopeAll/Gainesville_Sun.png,2026-06-03 19:48:16,USA,HIGH,1,LEFT-CENTER,,HIGH
Galesburg Reporter,http://galesburgreporter.com,mediascopeAll/Galesburg_Reporter.png,2026-06-20 19:39:12,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Gallup,https://gallup.com,mediascopeAll/Gallup.png,2026-06-08 18:53:40,USA,MOSTLY FACTUAL,,LEAST BIASED,,HIGH
Gananoque Reporter,https://gananoquereporter.com,mediascopeAll/Gananoque_Reporter.png,2026-06-03 19:47:44,,HIGH,1,RIGHT-CENTER,,HIGH
Garden State Times,http://gardenstatetimes.com,mediascopeAll/Garden_State_Times.png,2026-06-20 20:26:22,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Gastonia Times,http://gastoniatimes.com,mediascopeAll/Gastonia_Times.png,2026-06-20 20:57:03,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Gatestone Institute,http://www.gatestoneinstitute.org,mediascopeAll/Gatestone_Institute.png,2026-06-20 21:17:54,USA,MIXED,,EXTREME RIGHT,Questionable Source,MIXED
Gear.News,https://gear.news,mediascopeAll/Gear.News.png,2026-06-03 23:49:01,USA,VERY LOW,0,RIGHT,,LOW
Gem State Wire,http://gemstatewire.com,mediascopeAll/Gem_State_Wire.png,2026-06-20 19:04:02,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Genesee News,http://geneseenews.com,mediascopeAll/Genesee_News.png,2026-06-20 22:31:03,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Geopolitical Economy Report,https://geopoliticaleconomy.com,mediascopeAll/Geopolitical_Economy_Report.png,2026-06-08 18:56:26,USA,MIXED,,LEFT,,MIXED
Geopolitical Monitor,https://geopoliticalmonitor.com,mediascopeAll/Geopolitical_Monitor.png,2026-06-08 18:56:52,,MOSTLY FACTUAL,,LEFT-CENTER,,HIGH
Georgia Business Daily,http://businessdailynetwork.com/states/ga,mediascopeAll/Georgia_Business_Daily.png,2026-06-20 20:32:09,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Georgia Star News,http://georgiastarnews.com,mediascopeAll/Georgia_Star_News.png,2026-06-20 20:23:03,USA,MIXED,,RIGHT,Questionable Source,MIXED
Gephardt Daily,http://gephardtdaily.com,mediascopeAll/Gephardt_Daily.png,2026-06-20 19:04:12,USA,HIGH,,LEAST BIASED,Questionable Source,HIGH
Gingrich 360,http://gingrich360.com,mediascopeAll/Gingrich_360.png,2026-06-20 19:49:44,USA,LOW,,RIGHT,Questionable Source,LOW
GiveSendGo,http://givesendgo.com,mediascopeAll/GiveSendGo.png,2026-06-20 19:41:17,USA,MIXED,,EXTREME RIGHT,Questionable Source,MIXED
Glacier Country News,http://glaciercountrynews.com,mediascopeAll/Glacier_Country_News.png,2026-06-20 22:03:17,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Global Citizen,https://globalcitizen.org,mediascopeAll/Global_Citizen.png,2026-06-03 19:49:32,USA,HIGH,1,LEFT-CENTER,,HIGH
Gloucester Today,http://gloucestertoday.com,mediascopeAll/Gloucester_Today.png,2026-06-20 20:56:46,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Gold Country Today,http://goldcountrytoday.com,mediascopeAll/Gold_Country_Today.png,2026-06-20 19:55:20,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Golden State Today,http://goldenstatetoday.com,mediascopeAll/Golden_State_Today.png,2026-06-20 19:48:22,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Grand Canyon Times,http://grandcanyontimes.com,mediascopeAll/Grand_Canyon_Times.png,2026-06-20 20:24:30,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Grand Forks Gazette,https://grandforksgazette.ca,mediascopeAll/Grand_Forks_Gazette.png,2026-06-03 19:49:48,,HIGH,1,LEFT-CENTER,,HIGH
Grand Rapids Reporter,http://grandrapidsreporter.com,mediascopeAll/Grand_Rapids_Reporter.png,2026-06-20 22:22:28,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Granite Post,http://granitepostnews.com,mediascopeAll/Granite_Post.png,2026-06-20 19:25:56,USA,MIXED,,LEFT-CENTER,Questionable Source,MIXED
Granite State Times,https://granitestatetimes.com,mediascopeAll/Granite_State_Times.png,2026-06-08 19:02:40,USA,MIXED,,RIGHT-CENTER,,MIXED
Great Lakes Wire,http://greatlakeswire.com,mediascopeAll/Great_Lakes_Wire.png,2026-06-20 21:47:41,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Greek Reporter,https://greekreporter.com,mediascopeAll/Greek_Reporter.png,2026-06-08 19:03:20,,MIXED,,RIGHT,,MIXED
Green America,https://greenamerica.org,mediascopeAll/Green_America.png,2026-06-03 23:50:09,USA,HIGH,1,LEFT-CENTER,,HIGH
Green Matters,https://greenmatters.com,mediascopeAll/Green_Matters.png,2026-06-08 19:03:42,USA,MIXED,,LEFT-CENTER,,MIXED
Greene County Times,https://greenecotimes.com,mediascopeAll/Greene_County_Times.png,2026-06-08 19:05:10,USA,MIXED,,RIGHT-CENTER,,MIXED
Greenfield Recorder,https://recorder.com,mediascopeAll/Greenfield_Recorder.png,2026-06-03 19:50:24,USA,HIGH,1,LEFT-CENTER,,HIGH
Greenock Telegraph,https://greenocktelegraph.co.uk,mediascopeAll/Greenock_Telegraph.png,2026-06-03 19:51:44,,HIGH,1,LEAST BIASED,,HIGH
