filename,name,url,issue,timestamp,factuality
Populist_20260620_194257.png,Populist,http://Populist.Press,Visual error — moved to errors/,2026-06-20 19:42:57,LOW
The_Paper_20260620_194347.png,The Paper,http://thepaper.cn,Visual error — moved to errors/,2026-06-20 19:43:47,MIXED
,Central Louisiana News,http://centrallousiananews.com,Not captured,,MIXED
,Europe-Israel News,http://europe-israel.org,Not captured,,MIXED
,East Montgomery Times,http://Eastmontimes.com,Not captured,,MIXED
,Sovren,http://Sovren.Media,Not captured,,LOW
,Pontiac Times,http://pontiacttimes.com,Not captured,,MIXED
,Eagle Rising,http://eaglerising.com,Not captured,,
,Livingston Today,http://livingstonetoday.com,Not captured,,MIXED
,Connecticut Centinal,http://connecticutsentinal.com,Not captured,,LOW
,Al Arabiya,http://english.alarabiya.net,Not captured,,MIXED
,Syriana Analysis,http://syriana-analysis.com,Not captured,,MIXED
,Southwest Allegheny News,http://swalleghenymews.com,Not captured,,MIXED
,The Blue State Conservative,http://thebluestateconservative.com,Not captured,,LOW
GreatReject_20260620_195845.png,GreatReject,http://greatreject.org,Visual error — moved to errors/,2026-06-20 19:58:45,VERY LOW
,Syria News,https://syrianews.cc/,Not captured,,LOW
,American Freedom Fighters,http://www.americasfreedomfighters.com,Not captured,,LOW
Izvestia_20260620_200027.png,Izvestia,http://iz.ru,Visual error — moved to errors/,2026-06-20 20:00:27,MIXED
,White Church News,http://bc-news.ru,Not captured,,VERY LOW
,Montana Business Daily,http://mybusinessdaily.com,Not captured,,MIXED
,Kramatorsk News,http://kramatorsk-news.ru,Not captured,,VERY LOW
Vanguard_America_20260620_200335.png,Vanguard America,http://bloodandsoil.org,Visual error — moved to errors/,2026-06-20 20:03:35,VERY LOW
The_Conservative_Papers_20260620_200342.png,The Conservative Papers,http://conservativepapers.com,Visual error — moved to errors/,2026-06-20 20:03:42,MIXED
,Washoe Gazette,http://washoegazette.com,Not captured,,MIXED
OTP_Tribune_20260620_200531.png,OTP Tribune,http://otptribune.com,Visual error — moved to errors/,2026-06-20 20:05:31,MIXED
The_Midwesterner_20260620_200605.png,The Midwesterner,http://themidwesterner.news,Visual error — moved to errors/,2026-06-20 20:06:05,MIXED
The_Patriotic_Times_20260620_200643.png,The Patriotic Times,http://thepatriotictimes.com,Visual error — moved to errors/,2026-06-20 20:06:43,LOW
,Illicit Info,http://illicitinfo.com,Not captured,,LOW
The_Politics_Brief_20260620_200735.png,The Politics Brief,http://thepoliticsbrief.com,Visual error — moved to errors/,2026-06-20 20:07:35,MIXED
,No Left Turn in Education,http://noleftturn.us,Not captured,,MIXED
,Gnews,http://gnews.org,Not captured,,LOW
,Chernovcy-news,http://Chernovcy-news.ru,Not captured,,VERY LOW
Wayne_Herald_20260620_200934.png,Wayne Herald,http://wayneherald.org,Visual error — moved to errors/,2026-06-20 20:09:34,MIXED
Daily_Stormer_20260620_201023.png,Daily Stormer,http://dailystormer.name,Visual error — moved to errors/,2026-06-20 20:10:23,VERY LOW
,Chernigov-news,http://Chernigov-news.ru,Not captured,,VERY LOW
,Daily Honker,http://dailyhonker.com,Not captured,,MIXED
Three_Percent_Nation_20260620_201648.png,Three Percent Nation,http://threepercentnation.com,Visual error — moved to errors/,2026-06-20 20:16:48,LOW
,Daily Mail,http://www.dailymail.co.uk,Not captured,,LOW
SouthEastern_Times_20260620_201853.png,SouthEastern Times,http://southeasterntimes.org,Visual error — moved to errors/,2026-06-20 20:18:53,MIXED
The_RFAngle_20260620_201908.png,The RFAngle,http://rfangle.com,Visual error — moved to errors/,2026-06-20 20:19:08,MIXED
True_Activist_20260620_202012.png,True Activist,http://www.truthexam.com,Visual error — moved to errors/,2026-06-20 20:20:12,
,The Patriot Light,http://thepatriotlight.com,Not captured,,LOW
,Vigilant News,http://vigilantnews.com,Not captured,,LOW
Tuckercarlson_20260620_202330.png,Tuckercarlson,http://Tuckercarlson.com,Visual error — moved to errors/,2026-06-20 20:23:30,LOW
,Valley Gazette,http://valleygazette.org,Not captured,,MIXED
Family_Survival_Headlines_20260620_202437.png,Family Survival Headlines,http://familysurvivalheadlines.com,Visual error — moved to errors/,2026-06-20 20:24:37,MIXED
,Altay News,http://altay-news.net,Not captured,,VERY LOW
,Vancouver Times,http://vancouvertimes.org,Not captured,,MIXED
,Cardinal & Pine,http://cardinalpine.com,Not captured,,MIXED
,Freedom News Report,http://freedomnewsreport.com,Not captured,,MIXED
,Sputnik News Agency – Germany,http://snanews.de,Not captured,,VERY LOW
New_Nation_News_20260620_202808.png,New Nation News,http://www.newnation.org,Visual error — moved to errors/,2026-06-20 20:28:08,VERY LOW
,USSA News,http://ussanews.com,Not captured,,LOW
,Greene County Times,http://greencotimes.com,Not captured,,MIXED
,Church Militant,http://www.churchmilitant.com,Not captured,,MIXED
Profile_20260620_202854.png,Profile,http://Profile.ru,Visual error — moved to errors/,2026-06-20 20:28:54,MIXED
,Kirovograd News,http://kirovograd-news.ru,Not captured,,VERY LOW
The_Proud_Liberal_20260620_203237.png,The Proud Liberal,http://theproudliberal.org,Visual error — moved to errors/,2026-06-20 20:32:37,MIXED
Truth_in_Media_20260620_203243.png,Truth in Media,http://truthinmedia.com,Visual error — moved to errors/,2026-06-20 20:32:43,LOW
,Kamala Border Bloodbath,http://kamalaborderbloodbath.com,Not captured,,MIXED
,PolitNavigator,http://politnavigator.net,Not captured,,MIXED
Big_League_Politics_20260620_203438.png,Big League Politics,http://bigleaguepolitics.com,Visual error — moved to errors/,2026-06-20 20:34:38,LOW
,Globe Magazine,http://www.globemagazine.com,Not captured,,
,American Thinker,http://www.americanthinker.com,Not captured,,LOW
Moms_For_Liberty_20260620_203630.png,Moms For Liberty,http://momsforliberty.org,Visual error — moved to errors/,2026-06-20 20:36:30,MIXED
Black_Genocide_20260620_203744.png,Black Genocide,http://www.blackgenocide.org,Visual error — moved to errors/,2026-06-20 20:37:44,LOW
,USAnetwork.info,http://usanetwork.info,Not captured,,
Deep_Left_Field_20260620_204011.png,Deep Left Field,http://deepleftfield.info,Visual error — moved to errors/,2026-06-20 20:40:11,MIXED
,Georgia-News,http://Georgia-News.com,Not captured,,VERY LOW
,Tasnim News Agency,http://www.tasnimnews.com,Not captured,,MIXED
,EurAsia Daily,http://eadaily.com,Not captured,,LOW
NZ_Report_20260620_204311.png,NZ Report,http://nzreport.com,Visual error — moved to errors/,2026-06-20 20:43:11,MIXED
,DeadState,http://deadstate.org,Not captured,,LOW
Just_the_Facts_20260620_204448.png,Just the Facts,http://justhefacts.org,Visual error — moved to errors/,2026-06-20 20:44:48,MIXED
News-Armenia_20260620_204521.png,News-Armenia,http://News-Armenia.com,Visual error — moved to errors/,2026-06-20 20:45:21,VERY LOW
Rockingham_Journal_20260620_204529.png,Rockingham Journal,http://rockinghamjournal.com,Visual error — moved to errors/,2026-06-20 20:45:29,MIXED
,Newzoh,http://newszoh.com,Not captured,,LOW
NDTV_20260620_204942.png,NDTV,http://www.ndtv.com,Visual error — moved to errors/,2026-06-20 20:49:42,MIXED
,Good Day San Angelo,http://gooddaysanagelo.com,Not captured,,MIXED
The_Liberty_Loft_20260620_205127.png,The Liberty Loft,http://thelibertyloft.com,Visual error — moved to errors/,2026-06-20 20:51:27,MIXED
,For the Right News,http://fortherightnews.com,Not captured,,LOW
Rock_Valley_Times_20260620_205351.png,Rock Valley Times,http://rockvalleytimes.com,Visual error — moved to errors/,2026-06-20 20:53:51,MIXED
,American Liberty Report,http://www.americanlibertyreport.com,Not captured,,LOW
,Conservative Post,http://conservativepost.com,Not captured,,LOW
Great_American_Daily_20260620_205458.png,Great American Daily,http://greatamericandaily.com,Visual error — moved to errors/,2026-06-20 20:54:58,LOW
St._Louis_Record_20260620_205520.png,St. Louis Record,http://stlrecord.com,Visual error — moved to errors/,2026-06-20 20:55:20,MIXED
,East Witchita Times,http://eastwitchitatimes.com,Not captured,,MIXED
,Townhall,http://townhall.com,Not captured,,MIXED
,DEBKAfile,http://www.debka.com,Not captured,,MIXED
,Maine Daily News,http://mainedailynews.com,Not captured,,MIXED
,Ivov News,http://ivov-news.ru,Not captured,,VERY LOW
,Resist the Mainstream,http://resistthemainsteam.org,Not captured,,MIXED
Unity_News_Network_20260620_210315.png,Unity News Network,http://unitynewsnetwork.co.uk,Visual error — moved to errors/,2026-06-20 21:03:15,MIXED
,Daily Abilene,http://dailyabilene.com,Not captured,,MIXED
,Upper Peninsula Times,http://Upperpeninsulatimes.com,Not captured,,MIXED
,War Room (Steve Bannon),http://warroom.org,Not captured,,VERY LOW
The_Washington_State_Standard_20260620_210444.png,The Washington State Standard,https://washingtonstatestandard.com/,Visual error — moved to errors/,2026-06-20 21:04:44,
,Wired Conservative,http://wiredconservative.com,Not captured,,MIXED
GETTR_20260620_210525.png,GETTR,http://gettr.com,Visual error — moved to errors/,2026-06-20 21:05:25,LOW
,Conservapedia,http://www.conservapedia.com,Not captured,,MIXED
,Fash the Nation,http://fashthenation.com,Not captured,,VERY LOW
,Patriot Voice News,http://patriotvoicenews.com,Not captured,,VERY LOW
Genspect_20260620_210723.png,Genspect,http://genspect.org,Visual error — moved to errors/,2026-06-20 21:07:23,LOW
Cultural_Action_Party_of_Canada_20260620_210754.png,Cultural Action Party of Canada,http://capforcanada.com,Visual error — moved to errors/,2026-06-20 21:07:54,LOW
Lehigh_Valley_News_20260620_210758.png,Lehigh Valley News,http://lehighnews.org,Visual error — moved to errors/,2026-06-20 21:07:58,MIXED
,Lithuania-news,http://Lithuania-news.com,Not captured,,VERY LOW
Latvia-news_20260620_210834.png,Latvia-news,http://Latvia-news.com,Visual error — moved to errors/,2026-06-20 21:08:34,VERY LOW
NN_News_20260620_210854.png,NN News,http://nn-news.net,Visual error — moved to errors/,2026-06-20 21:08:54,VERY LOW
,National Enquirer,http://www.nationalenquirer.com,Not captured,,LOW
,Western Journal,http://westernjournal.com,Not captured,,MIXED
,Viral Cocaine,http://viralcocaine.com,Not captured,,LOW
,Colorado Free Press,http://coloradofreepress.com,Not captured,,LOW
Mic_Drop_Politics_20260620_211652.png,Mic Drop Politics,http://micdroppolitics.com,Visual error — moved to errors/,2026-06-20 21:16:52,LOW
John_Birch_Society_20260620_211747.png,John Birch Society,http://jbs.org,Visual error — moved to errors/,2026-06-20 21:17:47,LOW
,Balashiha News,http://balashiha-news.ru,Not captured,,VERY LOW
,Chambana Sun,http://chambabasun.com,Not captured,,MIXED
,The Kyle Becker (Relentless),http://thekylebecker.com,Not captured,,LOW
,Students for Trump,http://trumpstudents.org,Not captured,,MIXED
,US Department of Health and Human Services,http://hhs.gov,Not captured,,MIXED
Causeur_20260620_212303.png,Causeur,http://causeur.fr,Visual error — moved to errors/,2026-06-20 21:23:03,LOW
,4Chan,http://4Chan.org,Not captured,,VERY LOW
National_Alliance_20260620_212512.png,National Alliance,http://natall.com,Visual error — moved to errors/,2026-06-20 21:25:12,VERY LOW
,Novgorad News,http://novgorad-news.net,Not captured,,VERY LOW
24_20260620_212828.png,Агрегатор 24СМИ,http://ex.24smi.info,Visual error — moved to errors/,2026-06-20 21:28:28,LOW
Judicial_Watch_20260620_212852.png,Judicial Watch,http://www.judicialwatch.org,Visual error — moved to errors/,2026-06-20 21:28:52,LOW
,Gates of Vienna,http://gatesofvienna.net,Not captured,,VERY LOW
Cap_News_20260620_213316.png,Cap News,http://cap-news.com,Visual error — moved to errors/,2026-06-20 21:33:16,
South_Middlesex_Times_20260620_213428.png,South Middlesex Times,http://southmiddlesextimes.com,Visual error — moved to errors/,2026-06-20 21:34:28,MIXED
,Flex Mag,http://www.usafortrumponline.com,Not captured,,
The_Desert_Review_20260620_213745.png,The Desert Review,http://thedesertreview.com,Visual error — moved to errors/,2026-06-20 21:37:45,MIXED
,Makeevka News,http://news-makeevka.com,Not captured,,VERY LOW
,Toledo Reporter,http://toldedoreporter.com,Not captured,,MIXED
,SwampDrain.com,http://swampdrain.com,Not captured,,LOW
,Yuma Standard,http://yumastandard.com,Not captured,,MIXED
,Gazeta-Kharkiv,http://Gazeta-Kharkiv.ua,Not captured,,VERY LOW
,Tuscawaras News,http://tuscawarasnews.com,Not captured,,MIXED
,News89TV,http://News89TV.com,Not captured,,LOW
,Tea Party Inc.,http://www.teaparty.org,Not captured,,LOW
Three_Rivers_Gazette_20260620_214355.png,Three Rivers Gazette,http://threeriversgazette.com,Visual error — moved to errors/,2026-06-20 21:43:55,MIXED
,Mixi.Media,http://mixi.media,Not captured,,LOW
DJHJ_Media_20260620_214812.png,DJHJ Media,http://djhjmedia.com,Visual error — moved to errors/,2026-06-20 21:48:12,LOW
Bipartisan_Report_20260620_214824.png,Bipartisan Report,http://www.bipartisanreport.com,Visual error — moved to errors/,2026-06-20 21:48:24,LOW
InfoScum_20260620_214938.png,InfoScum,http://www.infoscum.com,Visual error — moved to errors/,2026-06-20 21:49:38,MIXED
,Tri-City Record,http://tri-cityrecord.org,Not captured,,MIXED
,Teller Report,http://tellerreport.com,Not captured,,MIXED
Activist_Mommy_20260620_215118.png,Activist Mommy,http://activistmommy.com,Visual error — moved to errors/,2026-06-20 21:51:18,LOW
News_Heist_20260620_215124.png,News Heist,http://newsheist.com,Visual error — moved to errors/,2026-06-20 21:51:24,LOW
,Americans Are Pissed,http://americansarepissed.com,Not captured,,
,The Covid World,http://thecovidworld.com,Not captured,,VERY LOW
,Visegrad 24,http://visegrad24.com,Not captured,,LOW
,YourNews,http://YourNews.com,Not captured,,MIXED
U.S._Department_of_War_20260620_215642.png,U.S. Department of War,http://war.gov,Visual error — moved to errors/,2026-06-20 21:56:42,MIXED
Search_the_Right_20260620_215838.png,Search the Right,http://searchtheright.com,Visual error — moved to errors/,2026-06-20 21:58:38,LOW
PolitRussia_20260620_215842.png,PolitRussia,http://politros.com,Visual error — moved to errors/,2026-06-20 21:58:42,MIXED
,Bare Naked Islam,http://www.barenakedislam.com,Not captured,,LOW
Two_Rivers_News_20260620_220131.png,Two Rivers News,http://tworiversnews.org,Visual error — moved to errors/,2026-06-20 22:01:31,MIXED
BitChute_20260620_220141.png,BitChute,http://bitchute.com,Visual error — moved to errors/,2026-06-20 22:01:41,VERY LOW
,WayneDupree,http://WayneDupree.com,Not captured,,LOW
,Macomb Journal,http://macombjournal.com,Not captured,,MIXED
NRL_News_Today_20260620_220407.png,NRL News Today,http://nationalrighttolifenews.org,Visual error — moved to errors/,2026-06-20 22:04:07,LOW
Russia_Vs._World_20260620_220632.png,Russia Vs. World,http://russiavsworld.org,Visual error — moved to errors/,2026-06-20 22:06:32,MIXED
Overpasses_for_America_20260620_220742.png,Overpasses for America,http://overpassesforamerica.com,Visual error — moved to errors/,2026-06-20 22:07:42,MIXED
Piedmont_Tribune_20260620_220814.png,Piedmont Tribune,http://piedmonttribune.com,Visual error — moved to errors/,2026-06-20 22:08:14,MIXED
Men_Going_Their_Own_Way_20260620_220900.png,Men Going Their Own Way,http://mgtow.tv,Visual error — moved to errors/,2026-06-20 22:09:00,LOW
,News-Estonia,http://News-Estonia.com,Not captured,,
eBaum_s_World_20260620_221237.png,eBaum’s World,http://ebaumsworld.com,Visual error — moved to errors/,2026-06-20 22:12:37,MIXED
,Daily Madison,http://dailymadisonnews.com,Not captured,,MIXED
,Adygheya News,http://adygheya-news.com,Not captured,,VERY LOW
,DC Dirty Laundry,http://dcdirtylaundry.com,Not captured,,VERY LOW
,The Religion of Peace,http://www.thereligionofpeace.com,Not captured,,LOW
Savannah_Sun_Times_20260620_221747.png,Savannah Sun Times,http://savannahsuntimes.com,Visual error — moved to errors/,2026-06-20 22:17:47,MIXED
American_Web_Media_AWM_20260620_222019.png,American Web Media (AWM),http://awm.com,Visual error — moved to errors/,2026-06-20 22:20:19,MIXED
,Columbia News,http://columbianews.com,Not captured,,MIXED
,News Sloth,http://newssloth.com,Not captured,,MIXED
,Arkhangelsk News,http://arkhamgelsk-news.net,Not captured,,VERY LOW
News18-India_20260620_222203.png,News18-India,http://news18.com,Visual error — moved to errors/,2026-06-20 22:22:03,MIXED
The_Florida_Standard_20260620_222209.png,The Florida Standard,http://theflstandard.com,Visual error — moved to errors/,2026-06-20 22:22:09,MIXED
NowThisNews_20260620_222222.png,NowThisNews,http://nowthisnews.com,Visual error — moved to errors/,2026-06-20 22:22:22,MIXED
Prntly_20260620_222256.png,Prntly,http://prntly.com,Visual error — moved to errors/,2026-06-20 22:22:56,LOW
ByoBlu_20260620_222306.png,ByoBlu,http://byoblu.com,Visual error — moved to errors/,2026-06-20 22:23:06,VERY LOW
,Real Not Rare,http://realnotrare.com,Not captured,,MIXED
Occupy_Democrats_20260620_222507.png,Occupy Democrats,http://occupydemocrats.com,Visual error — moved to errors/,2026-06-20 22:25:07,LOW
,Copper Courier,http://coppercourier.com,Not captured,,MIXED
,RBC,http://RBC.ru,Not captured,,MIXED
Metapedia_20260620_222737.png,Metapedia,http://en.metapedia.org,Visual error — moved to errors/,2026-06-20 22:27:37,LOW
The_Lid_20260620_222858.png,The Lid,http://lidblog.com,Visual error — moved to errors/,2026-06-20 22:28:58,MIXED
Seacoast_Standard_20260620_222959.png,Seacoast Standard,http://seacoaststandard.org,Visual error — moved to errors/,2026-06-20 22:29:59,MIXED
European_Conservative_20260620_223122.png,European Conservative,http://europeanconservative.com,Visual error — moved to errors/,2026-06-20 22:31:22,MIXED
