media_name,url,image_path,timestamp,country,factuality,trustworthiness,bias_rating,MBFC_source
Entertainment Weekly,https://ew.com,mediascopeAll/Entertainment_Weekly.png,2026-06-03 19:37:39,USA,HIGH,1,LEFT-CENTER,
Enumclaw Courier-Herald,https://courierherald.com,mediascopeAll/Enumclaw_Courier-Herald.png,2026-06-03 19:38:24,USA,HIGH,1,LEAST BIASED,
Environmental Defense Fund,https://edf.org,mediascopeAll/Environmental_Defense_Fund.png,2026-06-03 19:38:02,USA,HIGH,1,LEFT-CENTER,
Erie Times-News,https://goerie.com,mediascopeAll/Erie_Times-News.png,2026-06-03 19:39:26,USA,HIGH,1,LEAST BIASED,
Escape all these Things,https://escapeallthesethings.com,mediascopeAll/Escape_all_these_Things.png,2026-06-03 19:39:37,USA,LOW,0,RIGHT,
Esquire Magazine,https://esquire.com,mediascopeAll/Esquire_Magazine.png,2026-06-08 18:24:52,USA,MIXED,,LEFT,
Eurasia Group,https://eurasiagroup.net,mediascopeAll/Eurasia_Group.png,2026-06-03 19:39:08,USA,HIGH,1,LEFT-CENTER,
Euro-Med Human Rights Monitor,https://euromedmonitor.org,mediascopeAll/Euro-Med_Human_Rights_Monitor.png,2026-06-08 18:25:17,,MOSTLY FACTUAL,,LEFT,
EuroWeekly News,https://euroweeklynews.com,mediascopeAll/EuroWeekly_News.png,2026-06-08 18:25:35,,MOSTLY FACTUAL,,LEFT-CENTER,
Euro|Topics,https://eurotopics.net,mediascopeAll/Euro_Topics.png,2026-06-08 18:25:48,,MOSTLY FACTUAL,,LEAST BIASED,
Euronews,https://euronews.com,mediascopeAll/Euronews.png,2026-06-03 23:49:03,,MOSTLY FACTUAL,1,LEFT-CENTER,
Everytown for Gun Safety,http://everytown.org/,mediascopeAll/Everytown_for_Gun_Safety.png,2026-06-20 19:03:07,USA,MIXED,,LEFT,Questionable Source
Evesham Journal,https://eveshamjournal.co.uk,mediascopeAll/Evesham_Journal.png,2026-06-03 19:40:44,,HIGH,1,LEAST BIASED,
Evil.News,https://evil.news,mediascopeAll/Evil.News.png,2026-06-03 23:48:41,USA,LOW,0,EXTREME RIGHT,Questionable Source
Evonomics,https://evonomics.com,mediascopeAll/Evonomics.png,2026-06-03 19:40:49,USA,HIGH,1,LEFT,
Exeter Lakeshore Times-Advance,https://lakeshoreadvance.com,mediascopeAll/Exeter_Lakeshore_Times-Advance.png,2026-06-03 19:40:59,,HIGH,1,RIGHT-CENTER,
Exopolitics,https://exopolitics.org,mediascopeAll/Exopolitics.png,2026-06-03 19:41:06,USA,LOW,0,RIGHT,
Exposed by CMD,https://exposedbycmd.org,mediascopeAll/Exposed_by_CMD.png,2026-06-03 23:48:47,USA,HIGH,1,LEFT,
Exposing the Truth,https://exposingtruth.com,mediascopeAll/Exposing_the_Truth.png,2026-06-03 19:41:04,,HIGH,1,LEFT-CENTER,
Extinction.News,https://extinction.news,mediascopeAll/Extinction.News.png,2026-06-03 23:48:53,USA,VERY LOW,0,RIGHT,
FDA Reporter,http://fdareporter.com,mediascopeAll/FDA_Reporter.png,2026-06-20 19:52:01,USA,MIXED,,RIGHT-CENTER,Questionable Source
FDA.News,https://fda.news,mediascopeAll/FDA.News.png,2026-06-03 19:41:31,USA,VERY LOW,0,RIGHT,
FDD's Long War Journal,https://longwarjournal.org,mediascopeAll/FDD_s_Long_War_Journal.png,2026-06-03 19:41:37,USA,HIGH,1,RIGHT-CENTER,
Facilities Dive,https://facilitiesdive.com,mediascopeAll/Facilities_Dive.png,2026-06-03 19:42:44,USA,HIGH,1,LEAST BIASED,
Fact Checking Turkey,http://factcheckingturkey.com,mediascopeAll/Fact_Checking_Turkey.png,2026-06-20 20:10:20,Turkey,MIXED,,RIGHT,Questionable Source
Fact/Myth,https://factmyth.com,mediascopeAll/Fact_Myth.png,2026-06-03 19:43:13,USA,HIGH,1,LEFT-CENTER,
FactCheck.News,https://factcheck.news,mediascopeAll/FactCheck.News.png,2026-06-03 23:48:56,USA,VERY LOW,0,RIGHT,
FactCheck.org,https://factcheck.org,mediascopeAll/FactCheck.org.png,2026-06-03 19:42:15,USA,VERY HIGH,1,LEAST BIASED,
FactCheckNI,https://factcheckni.org,mediascopeAll/FactCheckNI.png,2026-06-03 19:42:21,,HIGH,1,LEAST BIASED,
Factchecker.in,https://factchecker.in,mediascopeAll/Factchecker.in.png,2026-06-03 19:42:35,,HIGH,1,LEAST BIASED,
Facts and Logic about the Middle East,https://factsandlogic.org,mediascopeAll/Facts_and_Logic_about_the_Middle_East.png,2026-06-08 18:27:43,USA,MIXED,,RIGHT,
Facts.Net,https://facts.net,mediascopeAll/Facts.Net.png,2026-06-08 18:28:02,,MIXED,,LEAST BIASED,Questionable Source
FairPlanet,https://fairplanet.org,mediascopeAll/FairPlanet.png,2026-06-08 18:28:45,,MOSTLY FACTUAL,,LEFT,
Fairfield Reporter,http://fairfieldreporter.com,mediascopeAll/Fairfield_Reporter.png,2026-06-20 21:33:02,USA,MIXED,,RIGHT-CENTER,Questionable Source
Fairport Educational Alliance,http://fairporteducationalalliance.org,mediascopeAll/Fairport_Educational_Alliance.png,2026-06-20 22:14:00,USA,MIXED,,RIGHT,Questionable Source
Faith & Freedom Coalition,https://ffcoalition.com,mediascopeAll/Faith_Freedom_Coalition.png,2026-06-08 18:30:27,USA,MIXED,,RIGHT,
Faith Family America,https://faithfamilyamerica.com,mediascopeAll/Faith_Family_America.png,2026-06-08 18:30:54,USA,MIXED,,RIGHT-CENTER,
FaithWire,https://faithwire.com,mediascopeAll/FaithWire.png,2026-06-08 18:31:18,USA,MIXED,,RIGHT,
Falmouth Packet,https://falmouthpacket.co.uk,mediascopeAll/Falmouth_Packet.png,2026-06-03 19:44:01,,HIGH,1,LEAST BIASED,
FanSided,https://fansided.com,mediascopeAll/FanSided.png,2026-06-08 18:31:38,USA,MOSTLY FACTUAL,,LEFT-CENTER,
Fargo Standard,http://fargostandard.com,mediascopeAll/Fargo_Standard.png,2026-06-20 20:01:38,USA,MIXED,,RIGHT-CENTER,Questionable Source
Farm Insurance News,http://farminsurancenews.com,mediascopeAll/Farm_Insurance_News.png,2026-06-20 20:02:49,USA,MIXED,,RIGHT-CENTER,Questionable Source
FashionDive,https://fashiondive.com,mediascopeAll/FashionDive.png,2026-06-03 19:43:18,USA,HIGH,1,LEAST BIASED,
Fayetteville Standard,http://fayettevillestandard.com,mediascopeAll/Fayetteville_Standard.png,2026-06-20 21:28:57,USA,MIXED,,RIGHT-CENTER,Questionable Source
Fayetteville Today,http://fayettevilletoday.com,mediascopeAll/Fayetteville_Today.png,2026-06-20 21:06:47,USA,MIXED,,RIGHT-CENTER,Questionable Source
FedScoop,https://fedscoop.com,mediascopeAll/FedScoop.png,2026-06-03 19:43:34,,HIGH,1,LEAST BIASED,
Federal News Network,https://federalnewsnetwork.com,mediascopeAll/Federal_News_Network.png,2026-06-03 19:43:58,USA,HIGH,1,LEAST BIASED,
Federal Way Mirror,https://federalwaymirror.com,mediascopeAll/Federal_Way_Mirror.png,2026-06-03 19:44:20,USA,HIGH,1,LEAST BIASED,
Federalist Press,http://federalistpress.com,mediascopeAll/Federalist_Press.png,2026-06-20 21:16:55,USA,MIXED,,RIGHT,Questionable Source
Federalist Society,https://fedsoc.org,mediascopeAll/Federalist_Society.png,2026-06-08 18:34:29,USA,MIXED,,RIGHT,
Felix Rex,http://felixrex.net,mediascopeAll/Felix_Rex.png,2026-06-20 19:03:12,Canada,LOW,,EXTREME RIGHT,Questionable Source
Fernie Free Press,https://thefreepress.ca,mediascopeAll/Fernie_Free_Press.png,2026-06-03 19:44:24,,HIGH,1,LEFT-CENTER,
Fight the New Drug,https://fightthenewdrug.org,mediascopeAll/Fight_the_New_Drug.png,2026-06-08 18:35:10,USA,MIXED,,RIGHT,
Filter Magazine,https://filtermag.org,mediascopeAll/Filter_Magazine.png,2026-06-08 18:35:22,USA,MOSTLY FACTUAL,,LEFT-CENTER,
Financial Tech Times,https://financialtechtimes.com,mediascopeAll/Financial_Tech_Times.png,2026-06-08 18:35:47,USA,MOSTLY FACTUAL,,LEFT-CENTER,
Findlay Times,http://findlaytimes.com,mediascopeAll/Findlay_Times.png,2026-06-20 19:30:53,USA,MIXED,,RIGHT-CENTER,Questionable Source
Finger Lakes Today,http://fingerlakestoday.com,mediascopeAll/Finger_Lakes_Today.png,2026-06-20 19:45:23,USA,MIXED,,RIGHT-CENTER,Questionable Source
First Coast News,https://firstcoastnews.com,mediascopeAll/First_Coast_News.png,2026-06-03 19:46:03,USA,HIGH,1,LEAST BIASED,
First State Times,http://firststatetimes.com,mediascopeAll/First_State_Times.png,2026-06-20 21:38:53,USA,MIXED,,RIGHT-CENTER,Questionable Source
First Things Magazine,https://firstthings.com,mediascopeAll/First_Things_Magazine.png,2026-06-08 18:37:10,USA,MIXED,,RIGHT,
Fitchburg Sentinel & Enterprise,https://sentinelandenterprise.com,mediascopeAll/Fitchburg_Sentinel_Enterprise.png,2026-06-04 00:08:58,USA,HIGH,1,LEAST BIASED,
Floricua,http://floricuanews.com,mediascopeAll/Floricua.png,2026-06-20 19:20:21,USA,MIXED,,LEFT-CENTER,Questionable Source
Florida Business Daily,https://businessdailynetwork.com/states/fl,mediascopeAll/Florida_Business_Daily.png,2026-06-08 18:37:52,USA,MIXED,,RIGHT-CENTER,
Florida Capital Star,http://floridacapitalstar.com,mediascopeAll/Florida_Capital_Star.png,2026-06-20 19:21:13,USA,MIXED,,RIGHT,Questionable Source
Florida Parish News,http://floridaparishnews.com,mediascopeAll/Florida_Parish_News.png,2026-06-20 20:18:05,USA,MIXED,,RIGHT-CENTER,Questionable Source
Florida's Voice,https://flvoicenews.com,mediascopeAll/Florida_s_Voice.png,2026-06-08 18:38:41,USA,MIXED,,RIGHT,
Focus on the Family,http://www.focusonthefamily.com,mediascopeAll/Focus_on_the_Family.png,2026-06-20 22:05:35,USA,LOW,,EXTREME RIGHT,Questionable Source
FoodDive,https://fooddive.com,mediascopeAll/FoodDive.png,2026-06-03 19:45:38,USA,HIGH,1,LEAST BIASED,
Foothills Review,http://foothillsreview.com,mediascopeAll/Foothills_Review.png,2026-06-20 19:33:04,USA,MIXED,,RIGHT-CENTER,Questionable Source
Fort Smith Times,http://fortsmithtimes.com,mediascopeAll/Fort_Smith_Times.png,2026-06-20 19:41:03,USA,MIXED,,RIGHT-CENTER,Questionable Source
Foster's Daily Democrat,https://fosters.com,mediascopeAll/Foster_s_Daily_Democrat.png,2026-06-03 19:46:48,USA,HIGH,1,LEAST BIASED,
Foundation for Defense of Democracies,https://fdd.org,mediascopeAll/Foundation_for_Defense_of_Democracies.png,2026-06-08 18:39:59,USA,MOSTLY FACTUAL,,RIGHT,
Foundation for Economic Education,https://fee.org,mediascopeAll/Foundation_for_Economic_Education.png,2026-06-08 18:40:43,USA,MOSTLY FACTUAL,,RIGHT-CENTER,
Fox Business,https://foxbusiness.com,mediascopeAll/Fox_Business.png,2026-06-08 18:41:09,USA,MIXED,,RIGHT-CENTER,
France 24,https://france24.com,mediascopeAll/France_24.png,2026-06-03 19:49:21,,HIGH,1,LEAST BIASED,
Franciscan Media,https://franciscanmedia.org,mediascopeAll/Franciscan_Media.png,2026-06-08 18:42:36,USA,MOSTLY FACTUAL,,LEFT-CENTER,
FreePress.org,https://freepress.org,mediascopeAll/FreePress.org.png,2026-06-08 18:47:16,USA,MIXED,,LEFT,
Freedom From Religion Foundation,https://ffrf.org,mediascopeAll/Freedom_From_Religion_Foundation.png,2026-06-08 18:47:44,USA,MIXED,,LEFT,
Fremont News-Messenger,https://thenews-messenger.com,mediascopeAll/Fremont_News-Messenger.png,2026-06-03 19:46:59,USA,HIGH,1,LEFT-CENTER,
Fresh off the Press,http://freshoffthepress.org,mediascopeAll/Fresh_off_the_Press.png,2026-06-20 22:24:26,USA,MIXED,,RIGHT,Questionable Source
Fresno Leader,http://fresnoleader.com,mediascopeAll/Fresno_Leader.png,2026-06-20 21:30:09,USA,MIXED,,RIGHT-CENTER,Questionable Source
Frontpage Newspaper,http://frontpagenewspaper.com,mediascopeAll/Frontpage_Newspaper.png,2026-06-20 20:15:45,USA,MIXED,,RIGHT-CENTER,Questionable Source
Full Fact UK,https://fullfact.org,mediascopeAll/Full_Fact_UK.png,2026-06-03 19:46:16,,HIGH,1,LEAST BIASED,
Fully Human,https://fully-human.org,mediascopeAll/Fully_Human.png,2026-06-03 19:46:52,,VERY LOW,0,RIGHT,
GTR Times,http://gtrtimes.com,mediascopeAll/GTR_Times.png,2026-06-20 21:22:40,USA,MIXED,,RIGHT-CENTER,Questionable Source
GZERO Media,https://gzeromedia.com,mediascopeAll/GZERO_Media.png,2026-06-03 19:47:38,USA,HIGH,1,LEFT-CENTER,
Gadsden Today,http://gadsdentoday.com,mediascopeAll/Gadsden_Today.png,2026-06-20 22:13:27,USA,MIXED,,RIGHT-CENTER,Questionable Source
Gainesville Sun,https://gainesville.com,mediascopeAll/Gainesville_Sun.png,2026-06-03 19:48:16,USA,HIGH,1,LEFT-CENTER,
Galesburg Reporter,http://galesburgreporter.com,mediascopeAll/Galesburg_Reporter.png,2026-06-20 19:39:12,USA,MIXED,,RIGHT-CENTER,Questionable Source
Gallup,https://gallup.com,mediascopeAll/Gallup.png,2026-06-08 18:53:40,USA,MOSTLY FACTUAL,,LEAST BIASED,
Gananoque Reporter,https://gananoquereporter.com,mediascopeAll/Gananoque_Reporter.png,2026-06-03 19:47:44,,HIGH,1,RIGHT-CENTER,
Garden State Times,http://gardenstatetimes.com,mediascopeAll/Garden_State_Times.png,2026-06-20 20:26:22,USA,MIXED,,RIGHT-CENTER,Questionable Source
Gastonia Times,http://gastoniatimes.com,mediascopeAll/Gastonia_Times.png,2026-06-20 20:57:03,USA,MIXED,,RIGHT-CENTER,Questionable Source
Gatestone Institute,http://www.gatestoneinstitute.org,mediascopeAll/Gatestone_Institute.png,2026-06-20 21:17:54,USA,MIXED,,EXTREME RIGHT,Questionable Source
Gear.News,https://gear.news,mediascopeAll/Gear.News.png,2026-06-03 23:49:01,USA,VERY LOW,0,RIGHT,
Gem State Wire,http://gemstatewire.com,mediascopeAll/Gem_State_Wire.png,2026-06-20 19:04:02,USA,MIXED,,RIGHT-CENTER,Questionable Source
Genesee News,http://geneseenews.com,mediascopeAll/Genesee_News.png,2026-06-20 22:31:03,USA,MIXED,,RIGHT-CENTER,Questionable Source
Geopolitical Economy Report,https://geopoliticaleconomy.com,mediascopeAll/Geopolitical_Economy_Report.png,2026-06-08 18:56:26,USA,MIXED,,LEFT,
Geopolitical Intelligence Services,https://gisreportsonline.com,mediascopeAll/Geopolitical_Intelligence_Services.png,2026-06-08 18:56:39,,MOSTLY FACTUAL,,RIGHT-CENTER,
Geopolitical Monitor,https://geopoliticalmonitor.com,mediascopeAll/Geopolitical_Monitor.png,2026-06-08 18:56:52,,MOSTLY FACTUAL,,LEFT-CENTER,
George Record,https://georgiarecord.com,mediascopeAll/George_Record.png,2026-06-03 23:49:33,USA,LOW,0,EXTREME RIGHT,Questionable Source
Georgia Business Daily,http://businessdailynetwork.com/states/ga,mediascopeAll/Georgia_Business_Daily.png,2026-06-20 20:32:09,USA,MIXED,,RIGHT-CENTER,Questionable Source
Georgia Mountain News,http://georgiamountainnews.com,mediascopeAll/Georgia_Mountain_News.png,2026-06-20 19:40:17,USA,MIXED,,RIGHT-CENTER,Questionable Source
Georgia Star News,http://georgiastarnews.com,mediascopeAll/Georgia_Star_News.png,2026-06-20 20:23:03,USA,MIXED,,RIGHT,Questionable Source
Gephardt Daily,http://gephardtdaily.com,mediascopeAll/Gephardt_Daily.png,2026-06-20 19:04:12,USA,HIGH,,LEAST BIASED,Questionable Source
Gingrich 360,http://gingrich360.com,mediascopeAll/Gingrich_360.png,2026-06-20 19:49:44,USA,LOW,,RIGHT,Questionable Source
GiveSendGo,http://givesendgo.com,mediascopeAll/GiveSendGo.png,2026-06-20 19:41:17,USA,MIXED,,EXTREME RIGHT,Questionable Source
Glacier Country News,http://glaciercountrynews.com,mediascopeAll/Glacier_Country_News.png,2026-06-20 22:03:17,USA,MIXED,,RIGHT-CENTER,Questionable Source
Glasgow Times,https://glasgowtimes.co.uk,mediascopeAll/Glasgow_Times.png,2026-06-03 19:50:16,,HIGH,1,LEAST BIASED,
Global Citizen,https://globalcitizen.org,mediascopeAll/Global_Citizen.png,2026-06-03 19:49:32,USA,HIGH,1,LEFT-CENTER,
Gloucester Today,http://gloucestertoday.com,mediascopeAll/Gloucester_Today.png,2026-06-20 20:56:46,USA,MIXED,,RIGHT-CENTER,Questionable Source
Goderich Signal-Star,https://goderichsignalstar.com,mediascopeAll/Goderich_Signal-Star.png,2026-06-03 19:49:45,,HIGH,1,RIGHT-CENTER,
Gold Country Today,http://goldcountrytoday.com,mediascopeAll/Gold_Country_Today.png,2026-06-20 19:55:20,USA,MIXED,,RIGHT-CENTER,Questionable Source
Golden State Today,http://goldenstatetoday.com,mediascopeAll/Golden_State_Today.png,2026-06-20 19:48:22,USA,MIXED,,RIGHT-CENTER,Questionable Source
Grand Canyon Times,http://grandcanyontimes.com,mediascopeAll/Grand_Canyon_Times.png,2026-06-20 20:24:30,USA,MIXED,,RIGHT-CENTER,Questionable Source
Grand Forks Gazette,https://grandforksgazette.ca,mediascopeAll/Grand_Forks_Gazette.png,2026-06-03 19:49:48,,HIGH,1,LEFT-CENTER,
Grand Junction Times,http://grandjunctiontimes.com,mediascopeAll/Grand_Junction_Times.png,2026-06-20 21:16:51,USA,MIXED,,RIGHT-CENTER,Questionable Source
Grand Rapids Reporter,http://grandrapidsreporter.com,mediascopeAll/Grand_Rapids_Reporter.png,2026-06-20 22:22:28,USA,MIXED,,RIGHT-CENTER,Questionable Source
Granite Grok,http://granitegrok.com,mediascopeAll/Granite_Grok.png,2026-06-20 19:54:07,USA,LOW,,RIGHT,Questionable Source
Granite Post,http://granitepostnews.com,mediascopeAll/Granite_Post.png,2026-06-20 19:25:56,USA,MIXED,,LEFT-CENTER,Questionable Source
Granite State Times,https://granitestatetimes.com,mediascopeAll/Granite_State_Times.png,2026-06-08 19:02:40,USA,MIXED,,RIGHT-CENTER,
Great Lakes Wire,http://greatlakeswire.com,mediascopeAll/Great_Lakes_Wire.png,2026-06-20 21:47:41,USA,MIXED,,RIGHT-CENTER,Questionable Source
Greek Reporter,https://greekreporter.com,mediascopeAll/Greek_Reporter.png,2026-06-08 19:03:20,,MIXED,,RIGHT,
Green America,https://greenamerica.org,mediascopeAll/Green_America.png,2026-06-03 23:50:09,USA,HIGH,1,LEFT-CENTER,
Green Matters,https://greenmatters.com,mediascopeAll/Green_Matters.png,2026-06-08 19:03:42,USA,MIXED,,LEFT-CENTER,
Greene County Times,https://greenecotimes.com,mediascopeAll/Greene_County_Times.png,2026-06-08 19:05:10,USA,MIXED,,RIGHT-CENTER,
Greeneville Sun,https://greenevillesun.com,mediascopeAll/Greeneville_Sun.png,2026-06-03 23:50:56,USA,HIGH,1,LEFT-CENTER,
Greenfield Recorder,https://recorder.com,mediascopeAll/Greenfield_Recorder.png,2026-06-03 19:50:24,USA,HIGH,1,LEFT-CENTER,
Greenlining Institute,https://greenlining.org,mediascopeAll/Greenlining_Institute.png,2026-06-08 19:05:34,USA,MOSTLY FACTUAL,,LEFT,
Greenock Telegraph,https://greenocktelegraph.co.uk,mediascopeAll/Greenock_Telegraph.png,2026-06-03 19:51:44,,HIGH,1,LEAST BIASED,
Greensboro Reporter,http://greensbororeporter.com,mediascopeAll/Greensboro_Reporter.png,2026-06-20 19:54:34,USA,MIXED,,RIGHT-CENTER,Questionable Source
Greenville Reporter,http://greenvillereporter.com,mediascopeAll/Greenville_Reporter.png,2026-06-20 21:33:34,USA,MIXED,,RIGHT-CENTER,Questionable Source
Grey Bruce This Week,https://greybrucethisweek.ca,mediascopeAll/Grey_Bruce_This_Week.png,2026-06-03 19:51:25,,HIGH,1,RIGHT-CENTER,
Grit Daily News,https://gritdaily.com,mediascopeAll/Grit_Daily_News.png,2026-06-08 19:06:49,USA,MOSTLY FACTUAL,,LEFT-CENTER,
GroceryDive,https://grocerydive.com,mediascopeAll/GroceryDive.png,2026-06-03 19:51:44,USA,HIGH,1,LEAST BIASED,
Grundy Reporter,http://grundyreporter.com,mediascopeAll/Grundy_Reporter.png,2026-06-20 21:11:02,USA,MIXED,,RIGHT-CENTER,Questionable Source
Grunge.com,https://grunge.com,mediascopeAll/Grunge.com.png,2026-06-08 19:07:28,USA,MIXED,,LEFT-CENTER,Questionable Source
Guadalajara Post,http://theguadalajarapost.com,mediascopeAll/Guadalajara_Post.png,2026-06-20 19:04:41,Unknown,MIXED,,LEFT-CENTER,Questionable Source
Guardian Nigeria,http://guardian.ng,mediascopeAll/Guardian_Nigeria.png,2026-06-20 19:25:33,Nigeria,MIXED,,LEAST BIASED,Questionable Source
Guerrero Post,http://theguerreropost.com,mediascopeAll/Guerrero_Post.png,2026-06-20 19:04:44,Unknown,MIXED,,LEFT-CENTER,Questionable Source
Gwinnett Daily Post,https://gwinnettdailypost.com,mediascopeAll/Gwinnett_Daily_Post.png,2026-06-03 19:52:25,,HIGH,1,LEAST BIASED,
HR Daily Wire,http://hrdailywire.com,mediascopeAll/HR_Daily_Wire.png,2026-06-20 20:01:50,USA,MIXED,,RIGHT-CENTER,Questionable Source
HRDive,https://hrdive.com,mediascopeAll/HRDive.png,2026-06-03 19:52:54,USA,HIGH,1,LEAST BIASED,
Haaretz,https://haaretz.com,mediascopeAll/Haaretz.png,2026-06-03 19:53:06,,HIGH,1,LEFT,
Halstead Gazette,https://halsteadgazette.co.uk,mediascopeAll/Halstead_Gazette.png,2026-06-03 19:53:01,,HIGH,1,LEAST BIASED,
Hampshire Chronicle,https://hampshirechronicle.co.uk,mediascopeAll/Hampshire_Chronicle.png,2026-06-03 23:51:24,,HIGH,1,LEAST BIASED,
Hanover Evening Sun,https://eveningsun.com,mediascopeAll/Hanover_Evening_Sun.png,2026-06-03 19:53:59,USA,HIGH,1,LEFT-CENTER,
Hanover Post,https://thepost.on.ca,mediascopeAll/Hanover_Post.png,2026-06-03 19:53:44,,HIGH,1,RIGHT-CENTER,
Harford News,http://harfordnews.com,mediascopeAll/Harford_News.png,2026-06-20 20:06:15,USA,MIXED,,RIGHT-CENTER,Questionable Source
Harrow Times,https://harrowtimes.co.uk,mediascopeAll/Harrow_Times.png,2026-06-03 23:51:19,,HIGH,1,LEAST BIASED,
Hartford Reporter,http://hartfordreporter.com,mediascopeAll/Hartford_Reporter.png,2026-06-20 19:14:42,USA,MIXED,,RIGHT-CENTER,Questionable Source
Harwich and Manningtree Standard,https://harwichandmanningtreestandard.co.uk,mediascopeAll/Harwich_and_Manningtree_Standard.png,2026-06-03 19:54:50,,HIGH,1,LEAST BIASED,
Hawaii Business Daily,http://businessdailynetwork.com/states/hi,mediascopeAll/Hawaii_Business_Daily.png,2026-06-20 20:23:11,USA,MIXED,,RIGHT-CENTER,Questionable Source
Hawkeye Reporter,http://hawkeyereporter.com,mediascopeAll/Hawkeye_Reporter.png,2026-06-20 21:08:37,USA,MIXED,,RIGHT-CENTER,Questionable Source
HealthRangerInvenstions.com,https://healthrangerinventions.com,mediascopeAll/HealthRangerInvenstions.com.png,2026-06-03 23:50:45,USA,VERY LOW,0,RIGHT,
Heartland Institute,http://www.heartland.org,mediascopeAll/Heartland_Institute.png,2026-06-20 19:54:52,USA,LOW,,RIGHT,Questionable Source
Helensburgh Advertiser,https://helensburghadvertiser.co.uk,mediascopeAll/Helensburgh_Advertiser.png,2026-06-03 23:53:19,,HIGH,1,LEAST BIASED,
Hello Magazine,https://hellomagazine.com,mediascopeAll/Hello_Magazine.png,2026-06-08 19:15:51,,MIXED,,LEAST BIASED,
Herbs.News,https://herbs.news,mediascopeAll/Herbs.News.png,2026-06-03 23:51:08,USA,VERY LOW,0,RIGHT,
Hereford Times,https://herefordtimes.com,mediascopeAll/Hereford_Times.png,2026-06-03 23:52:52,,HIGH,1,LEAST BIASED,
Heritage Foundation,https://heritage.org,mediascopeAll/Heritage_Foundation.png,2026-06-08 19:17:09,USA,MIXED,,RIGHT,
Hernando Reporter,http://hernandoreporter.com,mediascopeAll/Hernando_Reporter.png,2026-06-20 20:30:47,USA,MIXED,,RIGHT-CENTER,Questionable Source
Hexham Courant,https://hexham-courant.co.uk,mediascopeAll/Hexham_Courant.png,2026-06-03 23:53:41,,HIGH,1,LEAST BIASED,
Hickory Sun,http://hickorysun.com,mediascopeAll/Hickory_Sun.png,2026-06-20 20:07:41,USA,MIXED,,RIGHT-CENTER,Questionable Source
High Country Times,http://highcountrytimes.com,mediascopeAll/High_Country_Times.png,2026-06-20 21:40:49,USA,MIXED,,RIGHT-CENTER,Questionable Source
Higher Education Tribune,http://highereducationtribune.com,mediascopeAll/Higher_Education_Tribune.png,2026-06-20 19:55:10,USA,MIXED,,RIGHT-CENTER,Questionable Source
HigherEd Dive,https://highereddive.com,mediascopeAll/HigherEd_Dive.png,2026-06-03 19:55:55,USA,HIGH,1,LEAST BIASED,
Hillsborough Sun,http://hillsboroughsun.com,mediascopeAll/Hillsborough_Sun.png,2026-06-20 22:24:24,USA,MIXED,,RIGHT-CENTER,Questionable Source
Hinds Today,https://hindstoday.com,mediascopeAll/Hinds_Today.png,2026-06-08 19:20:01,USA,MIXED,,RIGHT-CENTER,
Hindustan Times,http://www.hindustantimes.com,mediascopeAll/Hindustan_Times.png,2026-06-20 19:05:04,India,MIXED,,LEFT-CENTER,Questionable Source
History Today,https://historytoday.com,mediascopeAll/History_Today.png,2026-06-03 19:55:44,,HIGH,1,LEAST BIASED,
HistoryNet,https://historynet.com,mediascopeAll/HistoryNet.png,2026-06-08 19:21:59,USA,MOSTLY FACTUAL,,LEAST BIASED,
Hong Kong Free Press,https://hongkongfp.com,mediascopeAll/Hong_Kong_Free_Press.png,2026-06-03 19:55:51,,HIGH,1,LEFT-CENTER,
Hong Kong Standard,https://thestandard.com.hk,mediascopeAll/Hong_Kong_Standard.png,2026-06-08 19:22:42,,MIXED,,LEFT-CENTER,
Honolulu Civil Beat,https://civilbeat.org,mediascopeAll/Honolulu_Civil_Beat.png,2026-06-03 19:56:38,USA,HIGH,1,LEFT-CENTER,
Honolulu Reporter,http://honolulureporter.com,mediascopeAll/Honolulu_Reporter.png,2026-06-20 20:49:49,USA,MIXED,,RIGHT-CENTER,Questionable Source
Hoosier State Today,http://hoosierstatetoday.com,mediascopeAll/Hoosier_State_Today.png,2026-06-20 22:12:13,USA,MIXED,,RIGHT-CENTER,Questionable Source
Hoover Institution,https://hoover.org,mediascopeAll/Hoover_Institution.png,2026-06-03 19:57:19,USA,MIXED,1,RIGHT-CENTER,
Hope Not Hate,https://hopenothate.org.uk,mediascopeAll/Hope_Not_Hate.png,2026-06-03 23:17:29,,HIGH,1,LEFT,
Hopekinsville Times,https://hopkinsvilletimes.com,mediascopeAll/Hopekinsville_Times.png,2026-06-08 19:24:11,USA,MIXED,,RIGHT-CENTER,Questionable Source
Hot Springs Times,http://hotspringstimes.com,mediascopeAll/Hot_Springs_Times.png,2026-06-20 19:19:36,USA,MIXED,,RIGHT-CENTER,Questionable Source
HotelDive,https://hoteldive.com,mediascopeAll/HotelDive.png,2026-06-03 23:53:24,USA,HIGH,1,LEAST BIASED,
Houma Thibodaux News,http://houmathibodauxnews.com,mediascopeAll/Houma_Thibodaux_News.png,2026-06-20 21:22:51,USA,MIXED,,RIGHT-CENTER,Questionable Source
Housatonic Valley News,http://housatonicvalleynews.com,mediascopeAll/Housatonic_Valley_News.png,2026-06-20 22:16:53,USA,MIXED,,RIGHT-CENTER,Questionable Source
Howard County News,http://howardconews.com,mediascopeAll/Howard_County_News.png,2026-06-20 21:22:43,USA,MIXED,,RIGHT-CENTER,Questionable Source
